survey,last3letters,var_names,n_waves,which_waves,n_different_var_label,var_label_across_waves,n_different_value_labels,value_labels_across_waves,n_different_var_type,var_type_across_waves
Economic Situation Income,020,ci08a020; ci09b020; ci10c020; ci11d020; ci12e020; ci13f020; ci14g020; ci15h020; ci16i020; ci17j020; ci18k020,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",11,"Can you indicate, then, to what category your total gross wages belonged in 2007 at (/employer 2)? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2008 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2009 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2010 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2011 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2012 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2013 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2014 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2015 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2016 at employer 2? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2017 at employer 2?",3,"c(`less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I don’t know` = 99) -- AND -- c(`less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don’t know` = 99) -- AND -- c(`less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don't know` = 99)",1,categorical
Economic Situation Income,021,ci08a021; ci09b021; ci10c021; ci11d021; ci12e021; ci13f021; ci14g021; ci15h021; ci16i021; ci17j021; ci18k021,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",11,"Can you indicate the net amount of wages that you received in 2007 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2008 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2009 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2010 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2011 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2012 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2013 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2014 at employer 2? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes and excluding travel allowance. -- AND -- Can you indicate the net amount of wages that you received in 2015 at employer 2? -- AND -- Can you indicate the net amount of wages that you received in 2016 at employer 2? -- AND -- Can you indicate the net amount of wages that you received in 2017 at employer 2?",1,NULL,1,numeric
Economic Situation Income,022,ci08a022; ci09b022; ci10c022; ci11d022; ci12e022; ci13f022; ci14g022; ci15h022; ci16i022; ci17j022; ci18k022,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",2,What source did you use to complete the details concerning your salary at employer 2? - tax form -- AND -- What source did you use to complete the details concerning your gross salary at employer 2? - tax form,1,"c(no = 0, yes = 1)",1,categorical
Economic Situation Income,023,ci08a023; ci09b023; ci10c023; ci11d023; ci12e023; ci13f023; ci14g023; ci15h023; ci16i023; ci17j023; ci18k023,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",3,What source did you use to complete the details concerning your salary at employer 2? - employer’s tax reporting statement -- AND -- What source did you use to complete the details concerning your salary at employer 2? - employer's tax reporting statement -- AND -- What source did you use to complete the details concerning your gross salary at employer 2? - employer's tax reporting statement,1,"c(no = 0, yes = 1)",1,categorical
Economic Situation Income,024,ci08a024; ci09b024; ci10c024; ci11d024; ci12e024; ci13f024; ci14g024; ci15h024; ci16i024; ci17j024; ci18k024,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",2,What source did you use to complete the details concerning your salary at employer 2? - salary slip -- AND -- What source did you use to complete the details concerning your gross salary at employer 2? - salary slip,1,"c(no = 0, yes = 1)",1,categorical
Economic Situation Income,025,ci08a025; ci09b025; ci10c025; ci11d025; ci12e025; ci13f025; ci14g025; ci15h025; ci16i025; ci17j025; ci18k025,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",2,What source did you use to complete the details concerning your salary at employer 2? - other -- AND -- What source did you use to complete the details concerning your gross salary at employer 2? - other,1,"c(no = 0, yes = 1)",1,categorical
Economic Situation Income,026,ci08a026; ci09b026; ci10c026; ci11d026; ci12e026; ci13f026; ci14g026; ci15h026; ci16i026; ci17j026; ci18k026,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",2,What source did you use to complete the details concerning your salary at employer 2? - none -- AND -- What source did you use to complete the details concerning your gross salary at employer 2? - none,1,"c(no = 0, yes = 1)",1,categorical
Economic Situation Income,027,ci08a027; ci09b027; ci10c027; ci11d027; ci12e027; ci13f027; ci14g027; ci15h027; ci16i027; ci17j027; ci18k027,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",1,What source do you mean with 'other'?,1,NULL,1,response to open-ended question
Economic Situation Income,028,ci08a028; ci09b028; ci10c028; ci11d028; ci12e028; ci13f028; ci14g028; ci15h028; ci16i028; ci17j028; ci18k028,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",11,How much were your gross wages in total in 2007? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2008 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2009 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2010 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2011 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2012 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2013 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2014 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2015 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2016 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- How much were your gross wages in total in 2017 at the other employers? This concerns the total amount of wages earned over the whole year.,1,NULL,1,numeric
Economic Situation Income,029,ci08a029; ci09b029; ci10c029; ci11d029; ci12e029; ci13f029; ci14g029; ci15h029; ci16i029; ci17j029; ci18k029,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",11,"Can you indicate, then, to what category your total gross wages belonged in 2007 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2008 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2009 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2010 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2011 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2012 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2013 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2014 at the other employers? This concerns the total amount of wages earned over the whole year. -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2015 at the other employers? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2016 at the other employers? -- AND -- Can you indicate, then, to what category your total gross wages belonged in 2017 at the other employers?",3,"c(`less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I don’t know` = 99) -- AND -- c(`less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don’t know` = 99) -- AND -- c(`less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don't know` = 99)",1,categorical
Economic Situation Income,030,ci08a030; ci09b030; ci10c030; ci11d030; ci12e030; ci13f030; ci14g030; ci15h030; ci16i030; ci17j030; ci18k030,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",11,"Can you indicate the net amount of wages that you received in 2007 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2008 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2009 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2010 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2011 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2012 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2013 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes. -- AND -- Can you indicate the net amount of wages that you received in 2014 at the other employers? This again concerns the total amount of wages received over the whole year, including holiday allowance, 13th month and profit sharing schemes and excluding travel a -- AND -- Can you indicate the net amount of wages that you received in 2015 at the other employers? -- AND -- Can you indicate the net amount of wages that you received in 2016 at the other employers? -- AND -- Can you indicate the net amount of wages that you received in 2017 at the other employers?",1,NULL,1,numeric
